GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	EV_ATC_RIF	EV_DMSO_RIF
Rv3771c	Rv3771c	hypothetical protein	zinc_limitation:48%	0.0534	0.999999938224862	2175.13	2508	2371	2324	1654	2074	79.16	74.58
hisT	Rvnt29	tRNA-His	hypoxia_late:17%; butyrate:11%	0.0505	0.999999999995836	2061.57	2542	1421	2308	1961	2170	11.61	10.84
PPE65	Rv3621c	PPE family protein PPE65	hypoxia_late:43%	0.0408	0.99999996138713	2108.08	2249	2194	2242	1734	2145	27.17	25.97
MT3084	MT3084	hypothetical protein	tyloxopol:10%	0.0369	0.99999998660533	2044.86	2095	1932	2231	1775	2210	173.05	166.06
Rv2223c	Rv2223c	carboxylesterase B	tyloxopol:10%	0.0421	0.999999951928322	2122.89	2137	2347	2217	1794	2140	170.92	163.05
cyp135B1	Rv0568	cytochrome P450 Cyp135B1	hypoxia_hypoxic:8%	0.0456	0.999999747751517	2204.75	2574	2537	2171	1717	2083	369.5	351.74
ftsH	Rv3610c	zinc metalloprotease FtsH	microaerophilic:18%; PBS_RIF_DDmtb:10%	0.0282	0.99999914127227	2170.74	2026	2381	2052	2029	2382	359.15	346.47
MT3631	MT3631	hypothetical protein	hypoxia_fatty_acids:22%; hypoxia_late:20%	0.0465	0.999999999980158	2063.64	2229	1931	2316	1773	2093	42.79	40.7
Rv2843	Rv2843	hypothetical protein	hypoxia_late:15%	0.0456	0.999999969194026	2133.22	2211	2280	2290	1760	2149	146.47	139.13
modC	Rv1859	molybdenum ABC transporter ATP-binding protein ModC	human_sputum:14%	0.0422	0.999999972557118	2114.83	2066	2414	2115	1819	2182	88.3	84.1
ugpA	Rv2835c	sn-glycerol-3-phosphate ABC transporter permease UgpA	PBS_RIF_DDmtb:35%; hypoxia_late:15%	0.039	0.999999989061046	2078.84	2122	2094	2249	1764	2183	21.37	20.42
nirD	Rv0253	nitrite reductase small subunit NirD	nutrient_limitation:19%; hypoxia_late:11%	0.0393	0.999999992552388	2074.32	2237	1915	2238	1720	2293	51.38	49.22
cysT	Rv2399c	sulfate ABC transporter permease CysT	PBS_RIF_DDmtb:11%	0.0386	0.999999963032708	2116.48	2410	2010	2317	1725	2156	93.96	90.06
ptkA	Rv2232	protein tyrosine kinase transcriptional regulator PtkA	hypoxia_late:14%	0.0436	0.999999944550886	2155.94	2311	2368	2198	1786	2142	140.63	133.91
Rv0128	Rv0128	transmembrane protein	human_sputum:10%	0.0413	0.999999970889445	2128.93	2204	2358	2108	1815	2179	128.41	122.49
Rv0199	Rv0199	membrane protein	hypoxia_rar:8%	0.0396	0.999999968929814	2123.21	2334	2184	2139	1812	2165	186.46	178.44
nusB	Rv2533c	N utilization substance protein B	hypoxia_rar:8%	0.0398	0.999999986094399	2108.77	2189	2238	2091	1847	2191	476.95	456.09
Rv1457c	Rv1457c	antibiotic ABC transporter permease	hypoxia_late:11%	0.042	0.999999980072541	2128.37	2295	2243	2124	1829	2167	109.61	104.58
Rv1104	Rv1104	para-nitrobenzyl esterase	hypoxia_late:9%	0.0388	0.999999981486536	2113.49	2222	2274	2077	1826	2184	122.96	117.66
cas6	Rv2824c	CRISPR-associated endoribonuclease Cas6	hypoxia_late:17%; PBS_RIF_DDmtb:11%	0.0412	0.999999987755269	2120.58	2110	2249	2304	1789	2171	43.55	41.5
ispF	Rv3581c	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	microaerophilic:18%	0.0401	0.999999967481304	2138.41	2203	2379	2152	1818	2160	844.48	807.46
purM	Rv0809	phosphoribosylformylglycinamidine cyclo-ligase PurM	acidic_tyloxopol:9%	0.0273	0.999998986865387	2218.81	2069	2503	2086	2055	2401	299.55	289.07
pstS2	Rv0932c	phosphate ABC transporter substrate-binding lipoprotein PstS	zinc_limitation:9%	0.0243	0.999997996625275	2246.24	2084	2471	2106	2119	2469	1358.74	1314.22
Rv1190	Rv1190	hypothetical protein	hypoxia_late:40%	0.0309	0.999999982486375	2064.18	1940	1650	2397	2190	2185	19.07	18.22
mmpL7	Rv2942	transmembrane transport protein MmpL7	high_iron:11%	0.0352	0.999999996300087	2065.17	2109	1934	2252	1821	2227	465.6	447.15
glgP	Rv1328	glycogen phosphorylase	ctl_exponential:9%	0.0258	0.999998437383818	2244.63	2074	2506	2126	2095	2441	282.19	272.6
pks5	Rv1527c	polyketide synthase	hypoxia_late:18%	0.0285	0.999999648889032	2167.55	2028	2352	2103	2014	2354	82.37	79.43
Rv1509	Rv1509	hypothetical protein	hypoxia_late:20%; human_sputum:15%	0.0383	0.999999989452173	2113.19	2339	2061	2219	1792	2176	50.43	48.31
Rv2489c	Rv2489c	hypothetical protein	hypoxia_late:18%; ctl_stationary:14%	0.0545	0.999999999995217	2148.34	2534	1989	2283	1824	2146	16.36	15.28
moaR1	Rv3124	transcriptional regulator MoaR	hypoxia_late:16%; human_sputum:15%; ctl_stationary:14%	0.0451	0.999999999998379	2099.99	2219	1928	2404	1788	2190	14.41	13.62
dapC	Rv0858c	N-succinyldiaminopimelate aminotransferase DapC	hypoxia_late:18%	0.0411	0.999999985689876	2147.95	2143	2426	2199	1822	2172	63.66	60.71
Rv1434	Rv1434	hypothetical protein	cholesterol:15%; high_iron:11%	0.0457	0.999999946650763	2210.74	2430	2498	2307	1747	2115	695.75	661.35
Rv2609c	Rv2609c	membrane protein	hypoxia_late:10%	0.0357	0.999999999983777	2065.38	1947	2327	1933	1884	2256	309.26	296.7
Rv1723	Rv1723	hydrolase	hypoxia_late:31%	0.0452	0.999999943209117	2210.04	2526	2469	2182	1779	2136	35.57	33.75
gmk	Rv1389	guanylate kinase	zinc_limitation:12%	0.04	0.999999962767464	2167.14	2275	2478	2130	1817	2163	1503.47	1437.44
tatC	Rv2093c	Sec-independent protein translocase transmembrane protein TatC	butyrate:11%; butyrate_plus_glucose:10%	0.0259	0.999998881890059	2243.14	2092	2522	2121	2088	2411	305.61	295.24
Rv1254	Rv1254	acyltransferase	hypoxia_fatty_acids:9%	0.0342	0.999999999872012	2066.67	1972	2239	2047	1876	2211	110.96	106.68
Rv2951c	Rv2951c	phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase	INDIGO_exponential:10%	0.0351	0.999999998917816	2090.14	1973	2222	2100	1918	2248	511.99	491.53
mpt53	Rv2878c	soluble secreted antigen Mpt53	PBS_RIF_DDmtb:34%; nutrient_limitation:14%	0.029	0.99999999695575	2063.23	2002	1774	2416	1814	2353	172.48	166.58
Rv1684	Rv1684	hypothetical protein	human_sputum:8%	0.0347	0.999999990452564	2114.17	2293	1894	2351	1749	2322	179.66	172.82
nuoC	Rv3147	NADH-quinone oxidoreductase subunit C	high_iron:15%; tyloxopol:14%; butyrate_plus_glucose:12%	0.0355	0.999999998897504	2095.99	2177	2057	2181	1825	2254	259.27	248.97
Rv3671c	Rv3671c	serine protease	butyrate_plus_glucose:9%	0.0292	0.999999885055464	2158.95	2020	2247	2191	2000	2347	323.52	311.99
vapC43	Rv2872	ribonuclease VapC43	ctl_stationary:19%; hypoxia_late:10%; PBS_RIF_DDmtb:10%	0.0368	0.999999999991872	2081.12	2138	1927	2311	1854	2193	78.32	75.14
Rv2509	Rv2509	short-chain type dehydrogenase/reductase	tyloxopol:10%	0.0386	0.99999998898136	2143.28	2176	2349	2179	1842	2187	307.67	294.4
idsA1	Rv3398c	multifunctional dimethylallyltransferase/geranyltranstransferase/farnesylt	hypoxia_late:24%; hypoxia_hypoxic:12%	0.0391	0.999999999998275	2082.64	2042	1908	2361	1905	2216	25.6	24.4
leuT	Rvnt03	tRNA-Leu	butyrate:12%; hypoxia_late:12%	0.0424	0.999999999999839	2095.44	2220	1809	2353	1873	2251	95.29	90.71
metS	Rv1007c	methionine--tRNA ligase	zinc_limitation:8%	0.0385	0.999999988962046	2146.27	2163	2447	2097	1848	2198	137.11	131.17
eccA3	Rv0282	ESX-3 secretion system protein EccA	microaerophilic:43%; zinc_limitation:17%	0.0404	0.999999955621705	2193.53	2327	2532	2185	1804	2153	717.51	685.72
ctpC	Rv3270	manganese/zinc-exporting P-type ATPase	hypoxia_fatty_acids:28%; butyrate:22%; PBS_RIF_DDmtb:13%	0.0385	0.999999977094343	2160.48	2296	2454	2066	1837	2175	697.12	667.33
hemC	Rv0510	porphobilinogen deaminase	high_iron:8%	0.0416	0.999999923049736	2218.09	2528	2516	2167	1790	2133	818.67	781.75
tesB2	Rv2605c	acyl-CoA thioesterase TesB	tyloxopol:9%	0.0359	0.999999999985969	2090.58	1982	2356	1999	1880	2255	314.44	301.6
Rv2560	Rv2560	hypothetical protein	tyloxopol:15%; hypoxia_late:14%	0.0378	0.999999998498445	2121.67	2226	2278	2046	1867	2205	97.58	93.42
Rv1540	Rv1540	RNA pseudouridine synthase	microaerophilic:13%	0.0344	0.999999993050588	2116.81	1996	2401	2019	1936	2250	331.18	318.09
rbpA	Rv2050	RNA polymerase-binding protein RbpA	hypoxia_fatty_acids:14%	0.0355	0.999999999949688	2101.08	2153	2049	2226	1861	2228	408.51	392.3
lpdC	Rv0462	dihydrolipoamide dehydrogenase	INDIGO_exponential:9%	0.036	0.999999994782543	2130.4	2265	2193	2140	1853	2214	657.75	631.1
Rv3076	Rv3076	hypothetical protein	hypoxia_late:11%; cholesterol:11%	0.0436	0.999999978935851	2196.29	2383	2374	2357	1781	2119	134.65	128.12
cobL	Rv2072c	precorrin-6Y C(5,15)-methyltransferase	hypoxia_late:28%	0.0435	0.999999983627031	2185.83	2328	2406	2227	1816	2177	48.84	46.37
mptA	Rv2174	alpha(1->6)-mannopyranosyltransferase A	zinc_limitation:9%	0.0359	0.999999996920293	2130.67	2215	2209	2173	1849	2220	110.3	105.81
Rv3888c	Rv3888c	membrane protein	hypoxia_late:9%	0.0345	0.999999997290356	2117.67	2212	2097	2161	1839	2294	116.42	111.85
Rv0812	Rv0812	amino acid aminotransferase	PBS_RIF_DDmtb:15%	0.0272	0.999999733710633	2199.12	2101	2468	2064	2023	2357	98.99	95.53
korA	Rv2455c	2-oxoglutarate oxidoreductase subunit KorA	zinc_limitation:12%	0.0269	0.999999232114189	2258.51	2102	2529	2176	2072	2432	642.16	619.84
PE_PGRS25	Rv1396c	PE-PGRS family protein PE_PGRS25	nutrient_limitation:12%; ctl_stationary:11%	0.0274	0.999999508582516	2233.95	2096	2490	2150	2058	2392	198.88	191.88
MT2015	MT2015	hypothetical protein	hypoxia_late:18%; ctl_stationary:12%	0.0419	0.999999999999291	2121.35	2372	1827	2386	1836	2223	52.03	49.55
ctpA	Rv0092	cation transporter ATPase A	hypoxia_late:15%	0.0383	0.999999995221529	2153.13	2117	2451	2147	1855	2217	97.71	93.43
Rv3748	Rv3748	hypothetical protein	acidic_tyloxopol:10%	0.0329	0.999999995240724	2128.2	2055	2305	2075	1933	2285	251.05	241.4
dnaN	Rv0002	DNA polymerase III subunit beta	acidic:9%	0.0347	0.999999999989546	2106.11	2043	2240	2102	1879	2279	205.48	197.33
pstC2	Rv0929	phosphate ABC transporter permease PstC	hypoxia_late:18%	0.0337	0.999999999989291	2103.03	2056	2092	2211	1870	2299	84.6	81.34
tig	Rv2462c	trigger factor	zinc_limitation:11%	0.0263	0.99999973044574	2210.16	2094	2325	2192	2060	2389	532.34	514.39
cyp123	Rv0766c	cytochrome P450 Cyp123	butyrate:17%; hypoxia_fatty_acids:16%; ctl_stationary:11%; hypoxia_late:10%	0.0416	0.999999999969916	2160.21	2245	2334	2263	1858	2118	24.21	23.07
prcB	Rv2110c	proteasome subunit beta	INDIGO_exponential:8%	0.0322	0.999999989066556	2135.08	2119	2251	2074	1954	2286	577.89	556.23
Rv1052	Rv1052	hypothetical protein	ctl_stationary:14%	0.0405	0.999999999981454	2154.11	2356	2176	2243	1845	2168	99.77	95.46
Rv3480c	Rv3480c	diacyglycerol O-acyltransferase	butyrate_plus_glucose:8%	0.0384	0.999999993190174	2165.04	2145	2413	2260	1832	2197	213.3	204.04
thrS	Rv2614c	threonine--tRNA ligase	zinc_limitation:9%	0.0305	0.999999956709947	2167.27	2068	2329	2156	1981	2313	181.77	175.1
Rv3736	Rv3736	AraC/XylS family transcriptional regulator	PBS_RIF_DDmtb:18%	0.0402	0.999999999963461	2156.82	2076	2254	2288	1931	2246	74	70.51
Rv0383c	Rv0383c	hypothetical protein	hypoxia_fatty_acids:8%	0.0327	0.999999954706356	2180.59	2140	2412	2069	1972	2325	852.69	819.77
Rv1463	Rv1463	ABC transporter ATP-binding protein	low_iron:28%; zinc_limitation:17%	0.0331	0.999999999981861	2114.71	2107	2138	2155	1878	2307	214.05	205.88
mbtC	Rv2382c	polyketide synthetase	low_iron:42%; hypoxia_late:15%; human_sputum:11%	0.0402	0.999999987025002	2193.29	2297	2399	2338	1801	2159	61.05	58.23
Rv3075c	Rv3075c	hypothetical protein	INDIGO_exponential:9%	0.0383	0.999999993501395	2168.41	2190	2489	2127	1852	2208	518.94	496.61
Rv0784	Rv0784	hypothetical protein	hypoxia_late:20%	0.0392	0.999999999993996	2142.58	2250	2229	2153	1871	2222	89.69	85.72
eccCa1	Rv3870	ESX-1 secretion system protein EccCa	microaerophilic:10%	0.0336	0.999999998332973	2139.62	2141	2230	2128	1937	2270	383.76	368.91
Rv3334	Rv3334	MerR family transcriptional regulator	butyrate:18%; hypoxia_fatty_acids:15%	0.0381	0.999999994487557	2167.28	2504	2093	2514	1507	2306	47.02	45.13
Rv0818	Rv0818	transcriptional regulator	microaerophilic:18%	0.0252	0.9999993959321	2267.35	2121	2501	2195	2096	2439	357.03	345.02
Rv3054c	Rv3054c	hypothetical protein	hypoxia_fatty_acids:43%; hypoxia_late:10%; ctl_stationary:10%	0.0435	0.999999999994445	2162.03	2346	2013	2369	1968	2130	14.64	13.84
Rv0061c	Rv0061c	hypothetical protein	acidic:8%	0.0264	0.999999999435579	2092.95	2019	1819	2441	1942	2274	695.21	673.09
espI	Rv3876	ESX-1 secretion-associated protein EspI	human_sputum:15%	0.0302	0.999999983501199	2156.38	2148	2177	2193	1966	2305	213.9	206.18
trcS	Rv1032c	two component sensor histidine kinase TrcS	hypoxia_late:13%	0.0352	0.99999999998328	2134.7	2052	2402	2096	1906	2234	35.28	33.78
PPE23	Rv1706c	PPE family protein PPE23	hypoxia_late:24%; human_sputum:11%	0.0415	0.999999999993327	2161.11	2322	2187	2268	1850	2195	24.7	23.51
Rv1978	Rv1978	hypothetical protein	hypoxia_late:12%	0.0399	0.9999999999768	2163.88	2238	2377	2114	1915	2189	68.49	65.37
Rv0879c	Rv0879c	transmembrane protein	hypoxia_rar:12%; hypoxia_late:11%	0.0379	0.999999999999521	2123.69	2193	1978	2300	1895	2268	242.99	232.68
parB	Rv3917c	chromosome partitioning protein ParB	high_iron:9%	0.0323	0.999999999824118	2132.94	2294	1995	2313	1869	2212	298.72	287.78
ispE	Rv1011	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	hypoxia_late:16%	0.0299	0.999999917097251	2209.55	2082	2483	2175	1993	2332	106.01	102.1
Rv0966c	Rv0966c	hypothetical protein	tyloxopol:9%	0.0421	0.999999978420481	2233.09	2466	2525	2240	1799	2174	241.94	230.56
Rv2715	Rv2715	hydrolase	zinc_limitation:9%	0.0305	0.999999936172165	2205.2	2161	2398	2143	1995	2341	350.72	337.74
Rv1233c	Rv1233c	hypothetical protein	tyloxopol:16%; human_sputum:13%	0.0331	0.999999998791558	2148.68	2198	2248	2137	1925	2244	380.33	365.91
Rv3365c	Rv3365c	hypothetical protein	hypoxia_late:8%	0.0196	0.999998161842122	2340.86	2164	2574	2223	2227	2532	169.22	164.19
mdh	Rv1240	malate dehydrogenase	tyloxopol:12%; hypoxia_rar:10%	0.0327	0.999999975210913	2185.02	2116	2364	2169	1967	2321	643.65	618.77
mctB	Rv1698	copper transporter MctB	INDIGO_exponential:12%; high_iron:11%; tyloxopol:10%	0.0289	0.999999960276873	2185.76	2181	2233	2202	1990	2330	321.14	309.85
Rv1556	Rv1556	HTH-type transcriptional regulator	hypoxia_late:18%	0.0398	0.999999999987664	2171.55	2381	2223	2172	1900	2196	38.01	36.25
Rv0829	Rv0829	transposase	zinc_limitation:24%; cholesterol:24%	0.0383	0.999999998085524	2192.39	2285	2472	2133	1866	2229	719.23	688.03
ligA	Rv3014c	DNA ligase A	hypoxia_late:21%	0.0363	0.999999999994347	2160.23	2158	2418	2107	1897	2238	84.49	80.95
fadE24	Rv3139	acyl-CoA dehydrogenase FadE24	low_iron:25%	0.0298	0.999999989007556	2168.14	2123	2182	2277	1969	2298	142.03	137.02
35kd_ag	Rv2744c	hypothetical protein	hypoxia_fatty_acids:16%; PBS_RIF_DDmtb:11%	0.0328	0.999999993547523	2178.66	2131	2336	2197	1951	2289	568.37	546.54
ccsA	Rv0529	cytochrome C-type biogenesis protein CcsA	high_iron:13%	0.0186	0.999998078611542	2362.16	2173	2615	2235	2251	2554	263.85	256.17
fusA1	Rv0684	elongation factor G	INDIGO_exponential:9%	0.0224	0.999999448664646	2294.17	2252	2369	2254	2133	2470	1503.78	1456.88
Rv3548c	Rv3548c	short-chain type dehydrogenase/reductase	microaerophilic:19%; human_sputum:12%	0.0338	0.999999999997294	2144.18	2232	2190	2203	1868	2240	62.77	60.38
rphA	Rv1340	ribonuclease PH	hypoxia_rar:8%	0.0285	0.999999915689455	2224.99	2205	2351	2207	2013	2358	345.86	333.6
aldC	Rv2858c	aldehyde dehydrogenase AldC	hypoxia_late:11%	0.0308	0.999999952508553	2223.81	2262	2340	2190	2002	2334	212.33	204.46
gid	Rv3919c	rRNA small subunit methyltransferase G	high_iron:10%	0.0301	0.999999999844709	2154.55	2321	1992	2436	1856	2194	303.37	292.99
Rv0472c	Rv0472c	HTH-type transcriptional regulator	INDIGO_exponential:11%	0.0254	0.99999984380566	2235.32	2170	2287	2275	2057	2395	281.13	271.83
rocD1	Rv2322c	ornithine aminotransferase rocD1	hypoxia_late:16%; ctl_stationary:12%	0.0373	0.999999999993022	2170.76	2452	2137	2294	1806	2192	22.69	21.71
Rv2219	Rv2219	transmembrane protein	cholesterol:8%	0.0297	0.999999869978438	2260.97	2224	2527	2183	2021	2366	575.88	554.67
PE18	Rv1788	PE family protein PE18	acidic_tyloxopol:12%	0.0413	0.999999999999437	2181.64	2310	2179	2301	1864	2271	67.42	64.24
Rv3438	Rv3438	hypothetical protein	hypoxia_late:8%	0.0347	0.999999999999704	2143.45	2169	2261	2151	1894	2253	104.49	100.32
Rv1139c	Rv1139c	hypothetical protein	PBS_RIF_DDmtb:15%; acidic:15%	0.0333	0.999999999750048	2172.35	2213	2217	2215	1971	2252	81.22	78
hflX	Rv2725c	GTP-binding protein HflX	zinc_limitation:9%	0.0266	0.999999759890833	2275.51	2309	2387	2225	2066	2399	329.86	318.57
lppV	Rv2796c	lipoprotein LppV	hypoxia_late:24%	0.0355	0.999999999996	2164.76	2200	2207	2281	1926	2219	90.43	86.66
htdX	Rv0241c	3-hydroxyacyl-thioester dehydratase HtdX	low_iron:16%; high_iron:12%	0.03	0.99999996515243	2218.84	2167	2424	2201	1997	2317	208.99	201.42
mmpL3	Rv0206c	transmembrane transport protein MmpL3	high_iron:8%	0.0196	0.999998817139974	2347.95	2278	2450	2270	2208	2542	564.36	547.75
pyrD	Rv2139	dihydroorotate dehydrogenase	high_iron:8%	0.0353	0.999999999991143	2168.9	2243	2324	2132	1877	2284	191.35	183.61
gpdA1	Rv0564c	glycerol-3-phosphate dehydrogenase	PBS_RIF_DDmtb:15%; ctl_stationary:12%	0.0292	0.999999970603061	2212.76	2072	2307	2339	2019	2338	75.9	73.09
era	Rv2364c	GTPase Era	PBS_RIF_DDmtb:9%	0.0298	0.999999982322003	2202.55	2291	2235	2214	1977	2304	177.13	170.83
Rv2456c	Rv2456c	MFS-type transporter	hypoxia_late:10%	0.0283	0.999999976528956	2199.88	2197	2246	2264	1986	2314	158.94	153.46
vapC35	Rv1962c	ribonuclease VapC35	PBS_RIF_DDmtb:10%	0.0346	0.999999997109403	2201.69	2345	2150	2325	1991	2207	86.82	83.28
vapC31	Rv0749	ribonuclease VapC31	PBS_RIF_DDmtb:9%	0.0225	0.999999999809897	2124.16	2144	1886	2528	1857	2241	114.56	111.5
rsbW	Rv3287c	anti-sigma factor RsbW	microaerophilic:24%; nutrient_limitation:14%; ctl_stationary:14%	0.0407	0.999999992214452	2250.01	2465	2494	2337	1805	2186	169.53	161.59
rpmE	Rv1298	50S ribosomal protein L31	INDIGO_exponential:14%	0.0276	0.999999996139861	2165.95	2174	2036	2377	1957	2300	2517.65	2433.3
pbpB	Rv2163c	penicillin-binding membrane protein PbpB	low_iron:10%	0.0232	0.999999615780992	2295.25	2349	2348	2241	2112	2433	263.7	255.4
vapC17	Rv2527	ribonuclease VapC17	human_sputum:18%; hypoxia_late:10%	0.0299	0.999999999992423	2152.04	2374	1844	2418	1823	2344	118.09	114.06
Rv1887	Rv1887	hypothetical protein	INDIGO_exponential:9%	0.0275	0.99999975016112	2297.79	2201	2571	2248	2062	2424	896.7	865
glgB	Rv1326c	1,4-alpha-glucan branching protein	microaerophilic:16%	0.0236	0.999999879794064	2228.1	2149	2211	2334	2070	2384	115.71	112.08
pykA	Rv1617	pyruvate kinase	zinc_limitation:8%	0.0202	0.999999227965386	2328.88	2268	2448	2271	2175	2490	263.32	255.5
Rv2314c	Rv2314c	hypothetical protein	high_iron:8%	0.0358	0.999999998605252	2212.7	2273	2474	2178	1930	2226	234.01	224.34
htdY	Rv3389c	3-hydroxyacyl-thioester dehydratase HtdY	ctl_exponential:11%	0.0289	0.999999854289648	2285.27	2341	2457	2224	2041	2375	454.73	438.28
prsA	Rv1017c	ribose-phosphate pyrophosphokinase	tyloxopol:11%	0.0254	0.999999872825678	2254.83	2320	2260	2284	2049	2368	276.5	267.48
gabT	Rv2589	4-aminobutyrate aminotransferase	microaerophilic:10%	0.0237	0.999999413795319	2336.9	2302	2606	2208	2130	2454	178.22	172.39
groEL2	Rv0440	molecular chaperone GroEL	acidic_tyloxopol:13%; hypoxia_fatty_acids:11%	0.0203	0.999999698131604	2281.66	2241	2202	2368	2137	2468	4724.38	4585.37
lppX	Rv2945c	lipoprotein LppX	tyloxopol:11%; INDIGO_exponential:10%	0.0185	0.999999985223585	2159.94	2054	1838	2548	2040	2356	360.9	351.45
lipN	Rv2970c	lipase/esterase LipN	zinc_limitation:9%	0.0197	0.99999899887402	2359.42	2318	2508	2265	2212	2502	254.72	247.2
ndhA	Rv0392c	NADH dehydrogenase NdhA	hypoxia_late:13%	0.0307	0.999999979890403	2226.6	2188	2446	2210	1975	2328	60.31	58.01
Rv0678	Rv0678	hypothetical protein	microaerophilic:23%; ctl_stationary:21%; hypoxia_fatty_acids:16%	0.0283	0.9999999820525	2215.41	2216	2250	2298	2009	2311	126.96	122.57
Rv1836c	Rv1836c	hypothetical protein	high_iron:8%	0.0239	0.999999234970447	2368.93	2317	2654	2247	2144	2500	608.44	588.38
Rv2090	Rv2090	5'-3' exonuclease	hypoxia_late:10%	0.0286	0.99999988320551	2287.11	2258	2581	2218	2035	2361	160.96	155.12
Rv0874c	Rv0874c	hypothetical protein	hypoxia_late:13%; ctl_stationary:11%	0.0262	0.999999817096362	2289.69	2233	2535	2232	2071	2391	105.24	101.56
vapC45	Rv3180c	ribonuclease VapC45	hypoxia_late:22%	0.0388	0.999999999988462	2221.83	2419	2456	2135	1922	2199	34.66	33.07
glpD2	Rv3302c	glycerol-3-phosphate dehydrogenase	ctl_exponential:8%	0.0238	0.999999418878011	2353.04	2284	2628	2257	2138	2474	219.24	212.03
pcnA	Rv3907c	poly(A) polymerase PcnA	hypoxia_late:15%	0.0291	0.99999990852181	2287.11	2256	2476	2299	2044	2372	153.05	147.35
Rv3077	Rv3077	hydrolase	hypoxia_late:18%	0.0192	0.999999515282904	2318.72	2179	2557	2272	2147	2452	52.31	50.77
rplY	Rv1015c	50S ribosomal protein L25	hypoxia_rar:11%	0.0282	0.999999987175225	2216.12	2244	2200	2345	1985	2316	227.07	219.26
Rv3482c	Rv3482c	membrane protein	PBS_RIF_DDmtb:10%	0.0288	0.999999984483313	2223.58	2266	2275	2287	1979	2320	138.38	133.51
adhC	Rv3045	NADP-dependent alcohol dehydrogenase	human_sputum:8%	0.0301	0.999999979610825	2239.98	2436	2276	2216	1976	2309	348.4	335.87
lpqF	Rv3593	lipoprotein LpqF	tyloxopol:10%	0.0191	0.99999952399866	2318.2	2236	2343	2352	2180	2486	302.2	293.56
alaS	Rv2555c	alanine--tRNA ligase	microaerophilic:34%	0.0182	0.999998790463855	2385.43	2332	2493	2306	2237	2567	589.71	572.88
Rv0385	Rv0385	monooxygenase	hypoxia_late:15%; ctl_stationary:10%	0.0354	0.999999999995422	2205.56	2304	2408	2189	1911	2232	29.81	28.52
Rv1893	Rv1893	hypothetical protein	acidic_tyloxopol:15%	0.0271	0.999999999998482	2152.3	2251	2022	2474	1833	2209	163.5	158.64
Rv1097c	Rv1097c	hypothetical protein	tyloxopol:11%	0.0218	0.999999900096934	2247.35	2227	2160	2388	2083	2387	288.07	279.55
moaC2	Rv0864	cyclic pyranopterin monophosphate synthase accessory protein	microaerophilic:15%	0.0205	0.999999778618824	2287.13	2280	2210	2382	2124	2447	768.63	746.17
Rv0530	Rv0530	hypothetical protein	zinc_limitation:12%	0.0362	0.999999999815006	2238.67	2282	2563	2251	1882	2242	496.19	475.48
cysK1	Rv2334	O-acetylserine sulfhydrylase	high_iron:14%; tyloxopol:12%; INDIGO_exponential:12%	0.0275	0.999999971887044	2240.44	2403	2170	2302	1999	2340	432.91	418.26
gpgS	Rv1208	glucosyl-3-phosphoglycerate synthase	hypoxia_late:9%	0.0248	0.999999718751918	2327.23	2358	2521	2258	2103	2407	224.79	217.37
nrdR	Rv2718c	transcriptional regulator NrdR	zinc_limitation:25%	0.0211	0.999999986260516	2187.25	2152	1972	2482	2006	2346	214.02	208.13
bioD	Rv1570	ATP-dependent dethiobiotin synthetase BioD	hypoxia_late:27%	0.0363	0.999999999999057	2210.13	2186	2438	2274	1899	2272	164.31	157.3
MT2600.1	MT2600.1	hypothetical protein	hypoxia_late:24%; tyloxopol:12%	0.0389	0.999999999992397	2235.96	2494	2420	2154	1840	2303	24.65	23.48
opcA	Rv1446c	OXPP cycle protein OpcA	human_sputum:11%	0.028	0.999999866605424	2312.73	2350	2566	2244	2039	2381	211.48	203.9
Rv3032	Rv3032	glycogen synthase	hypoxia_late:18%	0.0368	0.999999999993935	2222.26	2329	2517	2168	1896	2225	118.29	113.27
sseA	Rv3283	thiosulfate sulfurtransferase SseA	zinc_limitation:7%	0.0238	0.999999975652518	2219.53	2218	2099	2420	2024	2349	460.13	445.91
Rv3289c	Rv3289c	transmembrane protein	microaerophilic:33%; ctl_stationary:18%; hypoxia_fatty_acids:16%	0.0367	0.999999999997732	2217.41	2305	2382	2239	1943	2231	56.95	54.39
PPE51	Rv3136	PPE family protein PPE51	zinc_limitation:19%; hypoxia_rar:12%	0.018	0.999999905449258	2232.11	2147	2009	2481	2108	2435	1010	982.6
alr	Rv3423c	alanine racemase	human_sputum:13%; hypoxia_late:12%	0.0238	0.999999754896513	2319.62	2369	2427	2292	2102	2416	196.44	190.11
mtrA	Rv3246c	two component DNA-binding response regulator MtrA	cholesterol:12%	0.0262	0.999999844082638	2308.36	2254	2496	2323	2063	2418	1463.21	1412.76
egtC	Rv3702c	amidohydrolase EgtC	low_iron:10%	0.0329	0.999999990361031	2255.91	2313	2460	2230	1989	2301	92.05	88.32
